scrape_timestamp,restaurant_url,element_index,hour_24,display_hour,hour_12,meridiem,hour_label,busyness_percent,raw_aria_label,is_target_hour,target_weekday,target_hour,detected_cycle,cycle_hours_count,cycle_start_hour,cycle_end_hour,assigned_weekday,day_offset,is_today_cycle,is_target_cycle,selected_as_target
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,1,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,2,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,3,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,4,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,5,10,10,10,AM,10 AM,0,0% busy at 10 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,6,11,11,11,AM,11 AM,16,16% busy at 11 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,7,12,12,12,PM,12 PM,20,20% busy at 12 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,8,13,13,1,PM,1 PM,23,23% busy at 1 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,9,14,14,2,PM,2 PM,21,21% busy at 2 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,10,15,15,3,PM,3 PM,20,20% busy at 3 PM.,True,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,11,16,16,4,PM,4 PM,20,20% busy at 4 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,12,17,17,5,PM,5 PM,25,25% busy at 5 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,13,18,18,6,PM,6 PM,34,34% busy at 6 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,14,19,19,7,PM,7 PM,41,41% busy at 7 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,15,20,20,8,PM,8 PM,46,46% busy at 8 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,16,21,21,9,PM,9 PM,51,51% busy at 9 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,17,22,22,10,PM,10 PM,55,55% busy at 10 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,18,23,23,11,PM,11 PM,50,50% busy at 11 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,19,0,24,12,AM,12 AM,35,35% busy at 12 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,20,1,1,1,AM,1 AM,20,20% busy at 1 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,21,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,22,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,23,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,24,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,25,10,10,10,AM,10 AM,0,0% busy at 10 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,26,11,11,11,AM,11 AM,0,0% busy at 11 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,27,12,12,12,PM,12 PM,0,0% busy at 12 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,28,13,13,1,PM,1 PM,0,0% busy at 1 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,29,14,14,2,PM,2 PM,0,0% busy at 2 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,30,15,15,3,PM,3 PM,0,0% busy at 3 PM.,True,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,31,16,16,4,PM,4 PM,8,8% busy at 4 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,32,17,17,5,PM,5 PM,13,13% busy at 5 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,33,18,18,6,PM,6 PM,21,21% busy at 6 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,34,19,19,7,PM,7 PM,27,27% busy at 7 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,35,20,20,8,PM,8 PM,35,35% busy at 8 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,36,21,21,9,PM,9 PM,40,40% busy at 9 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,37,22,22,10,PM,10 PM,42,42% busy at 10 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,38,23,23,11,PM,11 PM,37,37% busy at 11 PM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,39,0,24,12,AM,12 AM,29,29% busy at 12 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,40,1,1,1,AM,1 AM,17,17% busy at 1 AM.,False,Friday,15,1,20,1,24,Saturday,1,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,41,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,42,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,43,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,44,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,45,10,10,10,AM,10 AM,0,0% busy at 10 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,46,11,11,11,AM,11 AM,0,0% busy at 11 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,47,12,12,12,PM,12 PM,0,0% busy at 12 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,48,13,13,1,PM,1 PM,0,0% busy at 1 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,49,14,14,2,PM,2 PM,0,0% busy at 2 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,50,15,15,3,PM,3 PM,0,0% busy at 3 PM.,True,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,51,16,16,4,PM,4 PM,10,10% busy at 4 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,52,17,17,5,PM,5 PM,17,17% busy at 5 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,53,18,18,6,PM,6 PM,27,27% busy at 6 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,54,19,19,7,PM,7 PM,31,31% busy at 7 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,55,20,20,8,PM,8 PM,34,34% busy at 8 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,56,21,21,9,PM,9 PM,37,37% busy at 9 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,57,22,22,10,PM,10 PM,36,36% busy at 10 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,58,23,23,11,PM,11 PM,35,35% busy at 11 PM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,59,0,24,12,AM,12 AM,25,25% busy at 12 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,60,1,1,1,AM,1 AM,13,13% busy at 1 AM.,False,Friday,15,2,20,1,24,Sunday,2,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,61,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,62,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,63,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,64,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,65,10,10,10,AM,10 AM,0,0% busy at 10 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,66,11,11,11,AM,11 AM,0,0% busy at 11 AM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,67,12,12,12,PM,12 PM,0,0% busy at 12 PM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,68,13,13,1,PM,1 PM,0,0% busy at 1 PM.,False,Friday,15,3,20,1,24,Monday,3,False,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,69,14,14,2,PM,2 PM,0,0% busy at 2 PM.,False,Friday,15,3,20,1,24,Monday,3,False,,
